NODE_KEY,BP_ROLE,EMAIL_ADDRESS,PHONE_NUMBER,FAX_NUMBER,WEB_ADDRESS,ADDRESS_GUID_NODE_KEY,BP_ID,COMPANY_NAME
000D3A0544961EE998C108E9E2602044,1,customer-do.not.reply@sap.com,622734567,622734004,http://www.sap.com,000D3A0544961EE998C108E9E23DA044,100000000,SAP
000D3A0544961EE998C108E9E2604044,1,customer-dagmar.schulze@beckerberlin.de,3088530,3088004,http://www.beckerberlin.de,000D3A0544961EE998C108E9E23E0044,100000001,Becker Berlin
000D3A0544961EE998C108E9E2606044,1,customer-maria.brown@delbont.com,3023352668,3023352004,http://www.delbont.com,000D3A0544961EE998C108E9E23E6044,100000002,DelBont Industries
000D3A0544961EE998C108E9E2608044,1,customer-saskia.sommer@talpa-hannover.de,511403266,511403004,http://www.talpa-hannover.de,000D3A0544961EE998C108E9E23EC044,100000003,Talpa
000D3A0544961EE998C108E9E260A044,1,customer-bob.buyer@panorama-studios.biz,2244668800,2244668004,http://www.panorama-studios.biz,000D3A0544961EE998C108E9E23F2044,100000004,Panorama Studios
000D3A0544961EE998C108E9E260C044,1,customer-bart.koenig@tecum-ag.de,2511415,2511004,http://www.tecum-ag.de,000D3A0544961EE998C108E9E23F8044,100000005,TECUM
000D3A0544961EE998C108E9E260E044,1,customer-yoko.nakamura@asia-ht.com,9078563412,9078563004,http://www.asia-ht.com,000D3A0544961EE998C108E9E23FE044,100000006,Asia High tech
000D3A0544961EE998C108E9E2610044,1,customer-sophie.ribery@laurent-paris.com,149744423,149744004,http://www.laurent-paris.com,000D3A0544961EE998C108E9E2404044,100000007,Laurent
000D3A0544961EE998C108E9E2612044,1,customer-victor.sanchez@avantel.com,7257716,7257004,http://www.avantel.com,000D3A0544961EE998C108E9E240A044,100000008,AVANTEL
000D3A0544961EE998C108E9E2614044,1,customer-jorge.velez@telecomunicacionesstar.com,1133557799,1133557004,http://www.telecomunicacionesstar.com,000D3A0544961EE998C108E9E2410044,100000009,Telecomunicaciones Star
000D3A0544961EE998C108E9E2616044,1,customer-franklin.jones@pear-computing.com,6789012345,6789012004,http://www.pear-computing.com,000D3A0544961EE998C108E9E2416044,100000010,Pear Computing Services
000D3A0544961EE998C108E9E2618044,1,customer-joseph_gschwandtner@alp-systems.at,6623612804,6623612004,http://www.alp-systems.at,000D3A0544961EE998C108E9E241C044,100000011,Alpine Systems
000D3A0544961EE998C108E9E261A044,1,customer-george_d_grant@newlinedesign.co.uk,2589436180,2589436004,http://www.newlinedesign.co.uk,000D3A0544961EE998C108E9E2422044,100000012,New Line Design
000D3A0544961EE998C108E9E261C044,1,customer-sarah.schwind@hepa-tec.de,4507867136,4507867004,http://www.hepa-tec.de,000D3A0544961EE998C108E9E2428044,100000013,HEPA Tec
000D3A0544961EE998C108E9E261E044,1,customer-theodor.monathy@anavideon.com,5850428367,5850428004,http://www.anavideon.com,000D3A0544961EE998C108E9E242E044,100000014,Anav Ideon
000D3A0544961EE998C108E9E2620044,1,customer-robert_brown@rb-entertainment.ca,7609448173,7609448004,http://www.rb-entertainment.ca,000D3A0544961EE998C108E9E2434044,100000015,Robert Brown Entertainment
000D3A0544961EE998C108E9E2622044,1,customer-jorgemontalban@motc.mx,6879342945,6879342004,http://www.motc.mx,000D3A0544961EE998C108E9E243A044,100000016,Mexican Oil Trading Company
000D3A0544961EE998C108E9E2624044,1,customer-johanna.esther@meliva.de,2208791738,2208791004,http://www.meliva.de,000D3A0544961EE998C108E9E2440044,100000017,Meliva
000D3A0544961EE998C108E9E2626044,1,customer-miguel.luengo@compostela.ar,4440238917,4440238004,http://www.compostela.ar,000D3A0544961EE998C108E9E2446044,100000018,Compostela
000D3A0544961EE998C108E9E2628044,1,customer-isabel.nemours@pateu.fr,6328490087,6328490004,http://www.pateu.fr,000D3A0544961EE998C108E9E244C044,100000019,Pateu
000D3A0544961EE998C108E9E262A044,1,customer-igor.tarassow@retc.ru,4050378468,4050378004,http://www.retc.ru,000D3A0544961EE998C108E9E2452044,100000020,Russian Electronic Trading Company
000D3A0544961EE998C108E9E262C044,1,customer-alexis.harper@flor-hc.com,6065470312,6065470004,http://www.flor-hc.com,000D3A0544961EE998C108E9E2458044,100000021,Florida Holiday Company
000D3A0544961EE998C108E9E262E044,1,customer-c.alfaro@quimica-madrilenos.es,7980023486,7980023004,http://www.quimica-madrilenos.es,000D3A0544961EE998C108E9E245E044,100000022,Quimica Madrilenos
000D3A0544961EE998C108E9E2630044,1,customer-sven.j@getraenke-janssen.de,3629731486,3629731004,http://www.getraenke-janssen.de,000D3A0544961EE998C108E9E2464044,100000023,Getr�nkegro�handel Janssen
000D3A0544961EE998C108E9E2632044,1,customer-yoshiko.kakuji@jateco.jp,3206580974,3206580004,http://www.jateco.jp,000D3A0544961EE998C108E9E246A044,100000024,JaTeCo
000D3A0544961EE998C108E9E2634044,1,customer-alessio.galasso@tcdr.it,4580963184,4580963004,http://www.tcdr.it,000D3A0544961EE998C108E9E2470044,100000025,Tessile Casa Di Roma
000D3A0544961EE998C108E9E2636044,1,customer-romain.le_mason@verdo.fr,1012697341,1012697004,http://www.verdo.fr,000D3A0544961EE998C108E9E2476044,100000026,Vente Et R�paration de Ordinateur
000D3A0544961EE998C108E9E2638044,1,customer-martha.calcagno@dpg.ar,7345697824,7345697004,http://www.dpg.ar,000D3A0544961EE998C108E9E247C044,100000027,Developement Para O Governo
000D3A0544961EE998C108E9E263A044,1,customer-beatriz.da_silva@brazil-tec.br,469614115,469614004,http://www.brazil-tec.br,000D3A0544961EE998C108E9E2482044,100000028,Brazil Technologies
000D3A0544961EE998C108E9E263C044,1,customer-anthony.lebouef@crtu.ca,6839542781,6839542004,http://www.crtu.ca,000D3A0544961EE998C108E9E2488044,100000029,C.R.T.U.
000D3A0544961EE998C108E9E263E044,1,customer-lisa.felske@jologa.ch,6714954542,6714954004,http://www.jologa.ch,000D3A0544961EE998C108E9E248E044,100000030,Jologa
000D3A0544961EE998C108E9E2640044,1,customer-jonathan.d.mason@baleda.com,2483693027,2483693004,http://www.baleda.com,000D3A0544961EE998C108E9E2494044,100000031,Baleda
000D3A0544961EE998C108E9E2642044,1,customer-amelie.troyat@angere.fr,2094573421,2094573004,http://www.angere.fr,000D3A0544961EE998C108E9E249A044,100000032,Anger�
000D3A0544961EE998C108E9E2644044,1,customer-pete_waltham@pc-gym-tec.com,4136278910,4136278004,http://www.pc-gym-tec.com,000D3A0544961EE998C108E9E24A0044,100000033,PC Gym Tec
000D3A0544961EE998C108E9E2646044,1,customer-ryu.toshiro@jip.jp,3540671320,3540671004,http://www.jip.jp,000D3A0544961EE998C108E9E24A6044,100000034,Japan Insurance Partner
000D3A0544961EE998C108E9E2648044,1,customer-jose-lopez@en-ar.ar,7315064077,7315064004,http://www.en-ar.ar,000D3A0544961EE998C108E9E24AC044,100000035,Entertainment Argentinia
000D3A0544961EE998C108E9E264A044,1,customer-dahoma.lawla@agadc.co.za,4381762683,4381762004,http://www.agadc.co.za,000D3A0544961EE998C108E9E24B2044,100000036,African Gold And Diamond Corporation
000D3A0544961EE998C108E9E264C044,1,customer-jefferson.parker@pico-bit.com,9703586412,9703586004,http://www.pico-bit.com,000D3A0544961EE998C108E9E24B8044,100000037,PicoBit
